"ride_id","service_start_to_end","diff_request_accept","diff_accept_pickup","diff_accept_cancel","diff_dropoff_pay"
"3364606","37.00","6.00","11.00","","0.00"
"3364610","106.00","8.00","8.00","","0.00"
"3364619","72.00","5.00","13.00","","0.00"
"3364629","55.00","4.00","6.00","","0.00"
"3364642","97.00","6.00","11.00","","0.00"
"3364674","98.00","3.00","8.00","","0.00"
"3364683","87.00","5.00","2.00","","0.00"
"3364694","73.00","7.00","10.00","","0.00"
"3364697","49.00","4.00","10.00","","0.00"
"3364710","62.00","10.00","11.00","","0.00"
"3364749","62.00","3.00","12.00","","0.00"
"3364760","108.00","10.00","12.00","","0.00"
"3364769","102.00","5.00","14.00","","0.00"
"3364793","84.00","4.00","15.00","","0.00"
"3364803","90.00","8.00","12.00","","0.00"
"3364813","66.00","4.00","4.00","","0.00"
"3364821","78.00","9.00","9.00","","0.00"
"3364849","87.00","7.00","6.00","","0.00"
"3364853","103.00","10.00","6.00","","0.00"
"3364856","63.00","4.00","12.00","","0.00"
"3364868","52.00","2.00","13.00","","0.00"
"3364883","45.00","10.00","3.00","","0.00"
"3364899","107.00","8.00","14.00","","0.00"
"3364913","31.00","9.00","4.00","","0.00"
"3364919","55.00","2.00","3.00","","0.00"
"3364933","91.00","8.00","10.00","","0.00"
"3364941","66.00","5.00","4.00","","0.00"
"3364948","73.00","5.00","6.00","","0.00"
"3364959","104.00","8.00","13.00","","0.00"
"3364984","31.00","8.00","7.00","","0.00"
"3365002","33.00","4.00","10.00","","0.00"
"3365003","103.00","8.00","5.00","","0.00"
"3365010","111.00","10.00","15.00","","0.00"
"3365019","100.00","5.00","9.00","","0.00"
"3365058","27.00","3.00","4.00","","0.00"
"3365065","75.00","8.00","12.00","","0.00"
"3365079","51.00","7.00","8.00","","0.00"
"3365084","56.00","4.00","3.00","","0.00"
"3365094","69.00","3.00","11.00","","0.00"
"3365152","63.00","7.00","11.00","","0.00"
"3365187","99.00","3.00","14.00","","0.00"
"3365205","43.00","10.00","10.00","","0.00"
"3365219","90.00","5.00","15.00","","0.00"
"3365242","47.00","5.00","8.00","","0.00"
"3365252","64.00","4.00","13.00","","0.00"
"3365258","101.00","10.00","15.00","","0.00"
"3365267","109.00","6.00","15.00","","0.00"
"3365271","41.00","9.00","9.00","","0.00"
"3365281","49.00","8.00","13.00","","0.00"
"3365289","59.00","3.00","15.00","","0.00"
"3365298","77.00","6.00","4.00","","0.00"
"3365300","52.00","2.00","3.00","","0.00"
"3365307","30.00","7.00","5.00","","0.00"
"3365312","102.00","4.00","11.00","","0.00"
"3365316","60.00","3.00","8.00","","0.00"
"3365322","35.00","3.00","12.00","","0.00"
"3365328","42.00","7.00","8.00","","0.00"
"3365338","85.00","10.00","8.00","","0.00"
"3365346","74.00","4.00","14.00","","0.00"
"3365347","87.00","5.00","10.00","","0.00"
"3365352","58.00","5.00","12.00","","0.00"
"3365355","36.00","9.00","12.00","","0.00"
"3365360","72.00","7.00","4.00","","0.00"
"3365387","52.00","10.00","2.00","","0.00"
"3365394","75.00","9.00","13.00","","0.00"
"3365506","39.00","5.00","9.00","","0.00"
"3365508","68.00","5.00","10.00","","0.00"
"3365511","100.00","8.00","15.00","","0.00"
"3365517","92.00","3.00","15.00","","0.00"
"3365556","89.00","10.00","12.00","","0.00"
"3365566","84.00","5.00","13.00","","0.00"
"3365576","45.00","3.00","3.00","","0.00"
"3365581","74.00","7.00","4.00","","0.00"
"3365630","66.00","5.00","3.00","","0.00"
"3365676","47.00","6.00","4.00","","0.00"
"3365688","68.00","5.00","3.00","","0.00"
"3365698","55.00","5.00","12.00","","0.00"
"3365701","94.00","7.00","10.00","","0.00"
"3365702","29.00","2.00","6.00","","0.00"
"3365711","92.00","7.00","2.00","","0.00"
"3365775","84.00","8.00","6.00","","0.00"
"3365783","106.00","6.00","15.00","","0.00"
"3365791","68.00","10.00","2.00","","0.00"
"3365794","65.00","6.00","13.00","","0.00"
"3365818","53.00","5.00","15.00","","0.00"
"3365834","82.00","3.00","6.00","","0.00"
"3365843","85.00","4.00","14.00","","0.00"
"3365855","50.00","4.00","14.00","","0.00"
"3365876","36.00","7.00","6.00","","0.00"
"3365894","34.00","9.00","8.00","","0.00"
"3365909","71.00","7.00","7.00","","0.00"
"3365913","58.00","10.00","4.00","","0.00"
"3365922","41.00","3.00","6.00","","0.00"
"3365927","44.00","2.00","11.00","","0.00"
"3365946","62.00","2.00","12.00","","0.00"
"3365959","85.00","3.00","7.00","","0.00"
"3365967","99.00","10.00","5.00","","0.00"
"3365969","87.00","8.00","15.00","","0.00"
"3366001","61.00","9.00","5.00","","0.00"
"3366025","87.00","5.00","12.00","","0.00"
"3366029","99.00","2.00","15.00","","0.00"
"3366033","57.00","5.00","6.00","","0.00"
"3366045","29.00","5.00","2.00","","0.00"
"3366057","65.00","7.00","3.00","","0.00"
"3366058","60.00","6.00","13.00","","0.00"
"3366059","68.00","4.00","7.00","","0.00"
"3366062","34.00","9.00","9.00","","0.00"
"3366098","75.00","6.00","13.00","","0.00"
"3366133","71.00","9.00","4.00","","0.00"
"3366137","74.00","2.00","12.00","","0.00"
"3366166","105.00","10.00","7.00","","0.00"
"3366168","74.00","10.00","5.00","","0.00"
"3366188","40.00","3.00","9.00","","0.00"
"3366190","26.00","3.00","2.00","","0.00"
"3366202","97.00","3.00","11.00","","0.00"
"3366205","76.00","7.00","2.00","","0.00"
"3366227","79.00","5.00","9.00","","0.00"
"3366235","59.00","5.00","5.00","","0.00"
"3366264","69.00","9.00","8.00","","0.00"
"3366266","77.00","10.00","3.00","","0.00"
"3366314","93.00","4.00","14.00","","0.00"
"3366318","87.00","7.00","3.00","","0.00"
"3366321","52.00","3.00","6.00","","0.00"
"3366347","82.00","2.00","10.00","","0.00"
"3366349","63.00","10.00","6.00","","0.00"
"3366353","35.00","5.00","4.00","","0.00"
"3366355","54.00","9.00","6.00","","0.00"
"3366363","96.00","9.00","2.00","","0.00"
"3366425","41.00","6.00","13.00","","0.00"
"3366437","79.00","7.00","9.00","","0.00"
"3366473","94.00","10.00","8.00","","0.00"
"3366482","35.00","5.00","12.00","","0.00"
"3366499","38.00","3.00","4.00","","0.00"
"3366500","88.00","4.00","5.00","","0.00"
"3366533","54.00","6.00","5.00","","0.00"
"3366536","56.00","8.00","15.00","","0.00"
"3366541","82.00","4.00","12.00","","0.00"
"3366567","48.00","4.00","12.00","","0.00"
"3366568","96.00","8.00","4.00","","0.00"
"3366573","87.00","4.00","5.00","","0.00"
"3366579","60.00","8.00","7.00","","0.00"
"3366585","80.00","6.00","6.00","","0.00"
"3366588","91.00","3.00","15.00","","0.00"
"3366607","73.00","2.00","14.00","","0.00"
"3366615","71.00","5.00","6.00","","0.00"
"3366620","54.00","5.00","5.00","","0.00"
"3366632","59.00","3.00","9.00","","0.00"
"3366635","76.00","2.00","13.00","","0.00"
"3366638","60.00","5.00","14.00","","0.00"
"3366650","95.00","5.00","13.00","","0.00"
"3366665","100.00","9.00","6.00","","0.00"
"3366672","44.00","5.00","4.00","","0.00"
"3366708","64.00","10.00","10.00","","0.00"
"3366729","76.00","10.00","6.00","","0.00"
"3366735","98.00","3.00","11.00","","0.00"
"3366747","44.00","10.00","13.00","","0.00"
"3366765","87.00","3.00","9.00","","0.00"
"3366768","93.00","4.00","2.00","","0.00"
"3366778","113.00","10.00","13.00","","0.00"
"3366791","56.00","8.00","15.00","","0.00"
"3366828","60.00","3.00","4.00","","0.00"
"3366830","60.00","10.00","9.00","","0.00"
"3366834","32.00","4.00","8.00","","0.00"
"3366837","76.00","6.00","12.00","","0.00"
"3366848","56.00","9.00","13.00","","0.00"
"3366894","76.00","5.00","14.00","","0.00"
"3366903","40.00","6.00","9.00","","0.00"
"3366933","44.00","2.00","2.00","","0.00"
"3366951","98.00","5.00","15.00","","0.00"
"3366953","92.00","10.00","6.00","","0.00"
"3366955","71.00","8.00","2.00","","0.00"
"3366956","83.00","7.00","8.00","","0.00"
"3366977","64.00","3.00","4.00","","0.00"
"3366989","90.00","7.00","14.00","","0.00"
"3367034","54.00","9.00","7.00","","0.00"
"3367053","53.00","8.00","8.00","","0.00"
"3367063","61.00","2.00","7.00","","0.00"
"3367074","43.00","5.00","8.00","","0.00"
"3367081","56.00","6.00","9.00","","0.00"
"3367086","83.00","10.00","11.00","","0.00"
"3367088","85.00","3.00","14.00","","0.00"
"3367090","83.00","7.00","11.00","","0.00"
"3367094","43.00","3.00","3.00","","0.00"
"3367117","76.00","3.00","5.00","","0.00"
"3367124","36.00","3.00","3.00","","0.00"
"3367126","59.00","6.00","3.00","","0.00"
"3367148","92.00","7.00","10.00","","0.00"
"3367151","100.00","6.00","6.00","","0.00"
"3367158","104.00","8.00","6.00","","0.00"
"3367161","111.00","9.00","12.00","","0.00"
"3367164","31.00","5.00","11.00","","0.00"
"3367179","65.00","7.00","15.00","","0.00"
"3367182","83.00","3.00","10.00","","0.00"
"3367201","92.00","2.00","8.00","","0.00"
"3367205","33.00","8.00","2.00","","0.00"
"3367208","88.00","5.00","3.00","","0.00"
"3367223","48.00","6.00","12.00","","0.00"
"3367252","61.00","5.00","14.00","","0.00"
"3367256","89.00","10.00","6.00","","0.00"
"3367261","49.00","9.00","2.00","","0.00"
"3367303","49.00","6.00","4.00","","0.00"
"3367304","95.00","8.00","10.00","","0.00"
"3367307","62.00","4.00","5.00","","0.00"
"3367314","37.00","3.00","8.00","","0.00"
"3367321","85.00","10.00","14.00","","0.00"
"3367346","43.00","8.00","6.00","","0.00"
"3367353","38.00","8.00","11.00","","0.00"
"3367370","48.00","9.00","8.00","","0.00"
"3367380","72.00","10.00","7.00","","0.00"
"3367403","82.00","2.00","5.00","","0.00"
"3367417","81.00","8.00","6.00","","0.00"
"3367419","65.00","4.00","4.00","","0.00"
"3367427","96.00","3.00","4.00","","0.00"
"3367428","67.00","5.00","2.00","","0.00"
"3367429","70.00","10.00","5.00","","0.00"
"3367432","23.00","5.00","2.00","","0.00"
"3367444","57.00","7.00","7.00","","0.00"
"3367447","46.00","4.00","6.00","","0.00"
"3367457","34.00","4.00","3.00","","0.00"
"3367476","59.00","3.00","10.00","","0.00"
"3367494","40.00","7.00","14.00","","0.00"
"3367498","24.00","5.00","3.00","","0.00"
"3367549","31.00","5.00","6.00","","0.00"
"3367575","32.00","3.00","14.00","","0.00"
"3367628","67.00","6.00","6.00","","0.00"
"3367643","88.00","4.00","2.00","","0.00"
"3367657","45.00","4.00","6.00","","0.00"
"3367658","79.00","6.00","12.00","","0.00"
"3367659","74.00","5.00","7.00","","0.00"
"3367671","50.00","7.00","9.00","","0.00"
"3367679","90.00","4.00","3.00","","0.00"
"3367687","56.00","3.00","5.00","","0.00"
"3367689","75.00","6.00","2.00","","0.00"
"3367690","44.00","6.00","15.00","","0.00"
"3367696","62.00","9.00","11.00","","0.00"
"3367698","101.00","7.00","7.00","","0.00"
"3367707","75.00","7.00","2.00","","0.00"
"3367713","89.00","8.00","4.00","","0.00"
"3367720","89.00","5.00","2.00","","0.00"
"3367733","80.00","7.00","10.00","","0.00"
"3367735","75.00","2.00","5.00","","0.00"
"3367738","77.00","9.00","2.00","","0.00"
"3367739","56.00","4.00","9.00","","0.00"
"3367741","66.00","3.00","2.00","","0.00"
"3367747","46.00","3.00","12.00","","0.00"
"3367748","89.00","4.00","12.00","","0.00"
"3367774","92.00","10.00","5.00","","0.00"
"3367778","91.00","9.00","13.00","","0.00"
"3367833","65.00","9.00","6.00","","0.00"
"3367835","70.00","4.00","7.00","","0.00"
"3367836","41.00","9.00","4.00","","0.00"
"3367847","60.00","2.00","5.00","","0.00"
"3367867","95.00","9.00","11.00","","0.00"
"3367874","48.00","2.00","2.00","","0.00"
"3367875","53.00","10.00","8.00","","0.00"
"3367876","41.00","4.00","6.00","","0.00"
"3367887","89.00","2.00","10.00","","0.00"
"3367893","51.00","6.00","15.00","","0.00"
"3367931","99.00","6.00","12.00","","0.00"
"3367934","51.00","7.00","14.00","","0.00"
"3367986","90.00","9.00","2.00","","0.00"
"3367993","41.00","10.00","4.00","","0.00"
"3367998","55.00","5.00","5.00","","0.00"
"3368005","55.00","6.00","13.00","","0.00"
"3368023","39.00","10.00","5.00","","0.00"
"3368025","27.00","5.00","5.00","","0.00"
"3368042","30.00","9.00","6.00","","0.00"
"3368072","32.00","4.00","4.00","","0.00"
"3368084","105.00","10.00","11.00","","0.00"
"3368107","70.00","10.00","3.00","","0.00"
"3368134","58.00","9.00","13.00","","0.00"
"3368145","40.00","3.00","10.00","","0.00"
"3368156","99.00","9.00","13.00","","0.00"
"3368172","99.00","9.00","7.00","","0.00"
"3368184","63.00","10.00","10.00","","0.00"
"3368229","94.00","4.00","6.00","","0.00"
"3368246","64.00","7.00","7.00","","0.00"
"3368261","30.00","4.00","6.00","","0.00"
"3368263","54.00","9.00","14.00","","0.00"
"3368268","88.00","10.00","6.00","","0.00"
"3368292","43.00","4.00","15.00","","0.00"
"3368296","33.00","3.00","12.00","","0.00"
"3368304","62.00","8.00","5.00","","0.00"
"3368346","55.00","3.00","4.00","","0.00"
"3368356","64.00","5.00","14.00","","0.00"
"3368365","46.00","7.00","8.00","","0.00"
"3368371","83.00","3.00","13.00","","0.00"
"3368384","43.00","10.00","7.00","","0.00"
"3368396","44.00","6.00","5.00","","0.00"
"3368432","81.00","8.00","14.00","","0.00"
"3368447","80.00","9.00","11.00","","0.00"
"3368482","79.00","9.00","9.00","","0.00"
"3368483","45.00","2.00","9.00","","0.00"
"3368488","67.00","8.00","8.00","","0.00"
"3368506","71.00","3.00","12.00","","0.00"
"3368517","67.00","4.00","14.00","","0.00"
"3368541","78.00","4.00","6.00","","0.00"
"3368552","42.00","6.00","7.00","","0.00"
"3368554","50.00","10.00","8.00","","0.00"
"3368567","61.00","7.00","15.00","","0.00"
"3368568","68.00","5.00","12.00","","0.00"
"3368585","87.00","9.00","5.00","","0.00"
"3368601","83.00","4.00","4.00","","0.00"
"3368612","61.00","6.00","2.00","","0.00"
"3368619","40.00","2.00","9.00","","0.00"
"3368622","89.00","8.00","7.00","","0.00"
"3368630","72.00","3.00","9.00","","0.00"
"3368646","101.00","4.00","12.00","","0.00"
"3368661","29.00","6.00","6.00","","0.00"
"3368681","78.00","4.00","2.00","","0.00"
"3368700","61.00","4.00","5.00","","0.00"
"3368703","101.00","9.00","2.00","","0.00"
"3368704","96.00","4.00","12.00","","0.00"
"3368714","41.00","10.00","9.00","","0.00"
"3368722","100.00","10.00","12.00","","0.00"
"3368765","76.00","5.00","12.00","","0.00"
"3368787","61.00","6.00","6.00","","0.00"
"3368791","58.00","10.00","9.00","","0.00"
"3368798","59.00","6.00","12.00","","0.00"
"3368799","43.00","7.00","8.00","","0.00"
"3368816","46.00","6.00","10.00","","0.00"
"3368886","59.00","5.00","6.00","","0.00"
"3368907","30.00","3.00","3.00","","0.00"
"3368939","54.00","3.00","13.00","","0.00"
"3368941","60.00","9.00","10.00","","0.00"
"3368969","60.00","10.00","7.00","","0.00"
"3368977","28.00","3.00","6.00","","0.00"
"3368984","83.00","2.00","12.00","","0.00"
"3369001","100.00","7.00","14.00","","0.00"
"3369018","85.00","3.00","12.00","","0.00"
"3369040","65.00","3.00","9.00","","0.00"
"3369058","40.00","10.00","15.00","","0.00"
"3369105","62.00","5.00","4.00","","0.00"
"3369125","60.00","3.00","14.00","","0.00"
"3369137","40.00","9.00","2.00","","0.00"
"3369150","84.00","6.00","4.00","","0.00"
"3369161","52.00","3.00","8.00","","0.00"
"3369169","48.00","9.00","15.00","","0.00"
"3369178","44.00","9.00","7.00","","0.00"
"3369200","48.00","4.00","11.00","","0.00"
"3369210","63.00","8.00","12.00","","0.00"
"3369213","38.00","4.00","7.00","","0.00"
"3369231","95.00","10.00","13.00","","0.00"
"3369234","49.00","9.00","6.00","","0.00"
"3369235","84.00","8.00","2.00","","0.00"
"3369272","45.00","7.00","15.00","","0.00"
"3369275","92.00","3.00","15.00","","0.00"
"3369278","49.00","2.00","8.00","","0.00"
"3369283","96.00","9.00","12.00","","0.00"
"3369291","45.00","7.00","2.00","","0.00"
"3369300","81.00","5.00","4.00","","0.00"
"3369307","90.00","8.00","14.00","","0.00"
"3369324","85.00","8.00","13.00","","0.00"
"3369337","39.00","5.00","14.00","","0.00"
"3369348","64.00","7.00","5.00","","0.00"
"3369361","50.00","10.00","13.00","","0.00"
"3369363","55.00","7.00","14.00","","0.00"
"3369382","68.00","4.00","9.00","","0.00"
"3369383","88.00","5.00","3.00","","0.00"
"3369428","103.00","2.00","14.00","","0.00"
"3369431","95.00","6.00","12.00","","0.00"
"3369434","45.00","7.00","3.00","","0.00"
"3369459","22.00","2.00","3.00","","0.00"
"3369464","72.00","6.00","14.00","","0.00"
"3369487","67.00","10.00","3.00","","0.00"
"3369495","57.00","5.00","8.00","","0.00"
"3369508","60.00","9.00","7.00","","0.00"
"3369511","86.00","7.00","14.00","","0.00"
"3369515","105.00","9.00","11.00","","0.00"
"3369520","28.00","10.00","2.00","","0.00"
"3369543","94.00","5.00","9.00","","0.00"
"3369544","56.00","3.00","7.00","","0.00"
"3369565","107.00","7.00","13.00","","0.00"
"3369576","50.00","6.00","2.00","","0.00"
"3369599","76.00","7.00","15.00","","0.00"
"3369604","68.00","6.00","3.00","","0.00"
"3369616","95.00","7.00","14.00","","0.00"
"3369617","55.00","6.00","5.00","","0.00"
"3369627","93.00","2.00","15.00","","0.00"
"3369636","94.00","4.00","11.00","","0.00"
"3369645","59.00","6.00","6.00","","0.00"
"3369679","88.00","2.00","14.00","","0.00"
"3369689","67.00","2.00","15.00","","0.00"
"3369707","95.00","3.00","6.00","","0.00"
"3369712","48.00","4.00","12.00","","0.00"
"3369723","63.00","5.00","3.00","","0.00"
"3369754","71.00","9.00","3.00","","0.00"
"3369771","29.00","7.00","4.00","","0.00"
"3369779","94.00","9.00","13.00","","0.00"
"3369784","67.00","4.00","10.00","","0.00"
"3369799","48.00","3.00","5.00","","0.00"
"3369805","106.00","10.00","14.00","","0.00"
"3369814","56.00","6.00","15.00","","0.00"
"3369824","46.00","6.00","2.00","","0.00"
"3369825","70.00","10.00","8.00","","0.00"
"3369833","37.00","8.00","6.00","","0.00"
"3369852","100.00","7.00","14.00","","0.00"
"3369863","27.00","5.00","7.00","","0.00"
"3369866","77.00","2.00","12.00","","0.00"
"3369901","36.00","4.00","5.00","","0.00"
"3369912","73.00","8.00","2.00","","0.00"
"3369913","38.00","3.00","9.00","","0.00"
"3369937","71.00","9.00","4.00","","0.00"
"3369957","38.00","5.00","10.00","","0.00"
"3370006","73.00","6.00","8.00","","0.00"
"3370016","54.00","4.00","12.00","","0.00"
"3370026","43.00","5.00","10.00","","0.00"
"3370029","93.00","4.00","13.00","","0.00"
"3370078","38.00","10.00","3.00","","0.00"
"3370092","46.00","9.00","12.00","","0.00"
"3370169","50.00","3.00","10.00","","0.00"
"3370172","98.00","2.00","13.00","","0.00"
"3370173","71.00","6.00","13.00","","0.00"
"3370187","101.00","7.00","12.00","","0.00"
"3370190","50.00","9.00","6.00","","0.00"
"3370192","48.00","3.00","10.00","","0.00"
"3370199","105.00","8.00","15.00","","0.00"
"3370228","54.00","6.00","9.00","","0.00"
"3370240","44.00","2.00","11.00","","0.00"
"3370248","73.00","8.00","14.00","","0.00"
"3370268","59.00","7.00","15.00","","0.00"
"3370289","66.00","2.00","3.00","","0.00"
"3370307","82.00","6.00","2.00","","0.00"
"3370310","46.00","8.00","6.00","","0.00"
"3370318","26.00","2.00","3.00","","0.00"
"3370345","29.00","4.00","2.00","","0.00"
"3370351","84.00","8.00","9.00","","0.00"
"3370352","102.00","10.00","5.00","","0.00"
"3370365","36.00","2.00","14.00","","0.00"
"3370387","98.00","2.00","14.00","","0.00"
"3370415","88.00","3.00","5.00","","0.00"
"3370428","95.00","8.00","14.00","","0.00"
"3370441","80.00","10.00","9.00","","0.00"
"3370486","48.00","5.00","12.00","","0.00"
"3370500","78.00","7.00","11.00","","0.00"
"3370506","47.00","4.00","5.00","","0.00"
"3370509","80.00","5.00","14.00","","0.00"
"3370540","55.00","2.00","5.00","","0.00"
"3370557","89.00","7.00","8.00","","0.00"
"3370574","27.00","7.00","5.00","","0.00"
"3370581","92.00","4.00","12.00","","0.00"
"3370613","38.00","6.00","7.00","","0.00"
"3370620","78.00","9.00","13.00","","0.00"
"3370636","56.00","3.00","10.00","","0.00"
"3370645","106.00","5.00","14.00","","0.00"
"3370659","49.00","3.00","11.00","","0.00"
"3370660","50.00","7.00","13.00","","0.00"
"3370664","56.00","8.00","10.00","","0.00"
"3370680","69.00","7.00","2.00","","0.00"
"3370688","54.00","8.00","4.00","","0.00"
"3370697","59.00","9.00","4.00","","0.00"
"3370706","76.00","7.00","9.00","","0.00"
"3370716","71.00","7.00","9.00","","0.00"
"3370724","36.00","7.00","14.00","","0.00"
"3370742","73.00","7.00","4.00","","0.00"
"3370744","41.00","3.00","8.00","","0.00"
"3370749","99.00","8.00","13.00","","0.00"
"3370751","59.00","7.00","9.00","","0.00"
"3370753","70.00","7.00","4.00","","0.00"
"3370754","94.00","6.00","2.00","","0.00"
"3370757","93.00","7.00","14.00","","0.00"
"3370767","77.00","5.00","2.00","","0.00"
"3370789","33.00","4.00","3.00","","0.00"
"3370824","74.00","9.00","10.00","","0.00"
"3370831","61.00","3.00","11.00","","0.00"
"3370844","49.00","3.00","11.00","","0.00"
"3370853","41.00","2.00","3.00","","0.00"
"3370854","107.00","8.00","12.00","","0.00"
"3370866","80.00","2.00","2.00","","0.00"
"3370878","85.00","8.00","8.00","","0.00"
"3370880","88.00","7.00","9.00","","0.00"
"3370893","78.00","5.00","5.00","","0.00"
"3370895","97.00","7.00","11.00","","0.00"
"3370903","57.00","3.00","12.00","","0.00"
"3370911","47.00","2.00","4.00","","0.00"
"3370919","68.00","8.00","10.00","","0.00"
"3370925","80.00","9.00","8.00","","0.00"
"3371003","62.00","10.00","9.00","","0.00"
"3371012","90.00","9.00","3.00","","0.00"
"3371017","33.00","7.00","3.00","","0.00"
"3371018","34.00","3.00","10.00","","0.00"
"3371073","93.00","4.00","15.00","","0.00"
"3371077","28.00","7.00","3.00","","0.00"
"3371095","96.00","10.00","12.00","","0.00"
"3371104","38.00","5.00","13.00","","0.00"
"3371110","43.00","4.00","7.00","","0.00"
"3371114","60.00","8.00","12.00","","0.00"
"3371140","75.00","2.00","9.00","","0.00"
"3371143","23.00","2.00","4.00","","0.00"
"3371178","103.00","4.00","11.00","","0.00"
"3371200","93.00","10.00","7.00","","0.00"
"3371206","97.00","7.00","4.00","","0.00"
"3371208","39.00","6.00","9.00","","0.00"
"3371214","50.00","7.00","6.00","","0.00"
"3371231","89.00","2.00","5.00","","0.00"
"3371237","85.00","6.00","11.00","","0.00"
"3371246","60.00","8.00","5.00","","0.00"
"3371247","67.00","9.00","11.00","","0.00"
"3371250","71.00","8.00","14.00","","0.00"
"3371253","50.00","10.00","8.00","","0.00"
"3371307","95.00","2.00","5.00","","0.00"
"3371318","41.00","3.00","6.00","","0.00"
"3371328","76.00","2.00","5.00","","0.00"
"3371374","76.00","5.00","12.00","","0.00"
"3371387","52.00","5.00","5.00","","0.00"
"3371393","47.00","7.00","5.00","","0.00"
"3371410","89.00","10.00","14.00","","0.00"
"3371412","112.00","10.00","15.00","","0.00"
"3371433","64.00","7.00","13.00","","0.00"
"3371441","41.00","2.00","6.00","","0.00"
"3371447","96.00","5.00","10.00","","0.00"
"3371448","55.00","7.00","13.00","","0.00"
"3371458","106.00","3.00","15.00","","0.00"
"3371483","25.00","4.00","6.00","","0.00"
"3371488","85.00","6.00","15.00","","0.00"
"3371493","85.00","2.00","6.00","","0.00"
"3371500","63.00","5.00","13.00","","0.00"
"3371507","92.00","5.00","8.00","","0.00"
"3371528","90.00","9.00","6.00","","0.00"
"3371531","89.00","4.00","3.00","","0.00"
"3371532","28.00","5.00","8.00","","0.00"
"3371536","70.00","3.00","7.00","","0.00"
"3371578","58.00","6.00","12.00","","0.00"
"3371580","53.00","10.00","3.00","","0.00"
"3371594","53.00","2.00","11.00","","0.00"
"3371613","58.00","10.00","5.00","","0.00"
"3371631","95.00","5.00","10.00","","0.00"
"3371632","59.00","4.00","6.00","","0.00"
"3371654","48.00","2.00","6.00","","0.00"
"3371668","45.00","2.00","3.00","","0.00"
"3371670","33.00","2.00","15.00","","0.00"
"3371671","54.00","2.00","10.00","","0.00"
"3371699","70.00","10.00","6.00","","0.00"
"3371706","37.00","4.00","13.00","","0.00"
"3371713","81.00","3.00","4.00","","0.00"
"3371726","44.00","8.00","15.00","","0.00"
"3371741","98.00","7.00","6.00","","0.00"
"3371791","52.00","8.00","7.00","","0.00"
"3371807","56.00","9.00","9.00","","0.00"
"3371810","76.00","4.00","13.00","","0.00"
"3371820","51.00","3.00","2.00","","0.00"
"3371842","45.00","2.00","13.00","","0.00"
"3371849","73.00","7.00","11.00","","0.00"
"3371852","63.00","5.00","4.00","","0.00"
"3371856","60.00","4.00","10.00","","0.00"
"3371868","30.00","2.00","7.00","","0.00"
"3371873","87.00","9.00","13.00","","0.00"
"3371887","82.00","8.00","13.00","","0.00"
"3371899","80.00","2.00","5.00","","0.00"
"3371925","69.00","10.00","9.00","","0.00"
"3371933","94.00","4.00","15.00","","0.00"
"3371937","40.00","8.00","6.00","","0.00"
"3371942","26.00","2.00","8.00","","0.00"
"3371945","29.00","6.00","7.00","","0.00"
"3371999","59.00","5.00","8.00","","0.00"
"3372026","65.00","10.00","13.00","","0.00"
"3372028","99.00","3.00","14.00","","0.00"
"3372035","103.00","3.00","11.00","","0.00"
"3372044","77.00","6.00","6.00","","0.00"
"3372052","100.00","10.00","4.00","","0.00"
"3372055","76.00","7.00","5.00","","0.00"
"3372068","33.00","2.00","4.00","","0.00"
"3372076","89.00","10.00","10.00","","0.00"
"3372091","67.00","7.00","5.00","","0.00"
"3372133","81.00","3.00","13.00","","0.00"
"3372147","52.00","7.00","13.00","","0.00"
"3372152","83.00","9.00","7.00","","0.00"
"3372153","55.00","9.00","13.00","","0.00"
"3372154","65.00","2.00","6.00","","0.00"
"3372200","47.00","3.00","4.00","","0.00"
"3372201","79.00","8.00","8.00","","0.00"
"3372258","59.00","5.00","6.00","","0.00"
"3372282","100.00","3.00","13.00","","0.00"
"3372298","98.00","9.00","12.00","","0.00"
"3372328","64.00","8.00","7.00","","0.00"
"3372346","44.00","5.00","4.00","","0.00"
"3372376","62.00","6.00","15.00","","0.00"
"3372377","51.00","10.00","9.00","","0.00"
"3372394","79.00","6.00","2.00","","0.00"
"3372402","84.00","10.00","10.00","","0.00"
"3372415","90.00","6.00","6.00","","0.00"
"3372428","48.00","2.00","14.00","","0.00"
"3372431","26.00","2.00","3.00","","0.00"
"3372442","99.00","7.00","7.00","","0.00"
"3372461","33.00","7.00","8.00","","0.00"
"3372484","97.00","9.00","12.00","","0.00"
"3372520","89.00","8.00","2.00","","0.00"
"3372522","39.00","9.00","8.00","","0.00"
"3372529","74.00","3.00","8.00","","0.00"
"3372531","45.00","7.00","7.00","","0.00"
"3372560","51.00","9.00","9.00","","0.00"
"3372568","28.00","3.00","7.00","","0.00"
"3372619","105.00","4.00","12.00","","0.00"
"3372623","76.00","10.00","13.00","","0.00"
"3372638","37.00","8.00","11.00","","0.00"
"3372657","54.00","8.00","11.00","","0.00"
"3372660","48.00","7.00","6.00","","0.00"
"3372669","41.00","4.00","10.00","","0.00"
"3372682","72.00","9.00","5.00","","0.00"
"3372686","54.00","3.00","5.00","","0.00"
"3372693","109.00","8.00","15.00","","0.00"
"3372700","50.00","8.00","6.00","","0.00"
"3372702","87.00","7.00","13.00","","0.00"
"3372706","41.00","9.00","5.00","","0.00"
"3372737","54.00","8.00","6.00","","0.00"
"3372758","99.00","5.00","10.00","","0.00"
